TIME,DEVICE,CONSUMPTION
2020-01-01 23:17:00,D1,0.756
2020-01-01 23:18:00,D1,0.527
2020-01-01 23:19:00,D1,0.602
2020-01-01 23:20:00,D1,0.177
2020-01-01 23:21:00,D1,0.018
2020-01-01 23:22:00,D1,0.114
2020-01-01 23:23:00,D1,0.889
2020-01-01 23:24:00,D1,0.370
2020-01-01 23:25:00,D1,0.213
2020-01-01 23:26:00,D1,0.727
2020-01-01 23:27:00,D1,0.726
2020-01-01 23:28:00,D1,0.398
2020-01-01 23:29:00,D1,0.015
2020-01-01 23:30:00,D1,0.108
2020-01-01 23:31:00,D1,0.760
2020-01-01 23:32:00,D1,0.560
2020-01-01 23:33:00,D1,0.737
2020-01-01 23:34:00,D1,0.765
2020-01-01 23:35:00,D1,0.555
2020-01-01 23:36:00,D1,0.135
2020-01-01 23:37:00,D1,0.468
2020-01-01 23:38:00,D1,0.474
2020-01-01 23:39:00,D1,0.305
2020-01-01 23:40:00,D1,0.391
2020-01-01 23:41:00,D1,0.635
2020-01-01 23:42:00,D1,0.435
2020-01-01 23:43:00,D1,0.847
2020-01-01 23:44:00,D1,0.928
2020-01-01 23:45:00,D1,0.057
2020-01-01 23:46:00,D1,0.725
2020-01-01 23:47:00,D1,0.761
2020-01-01 23:48:00,D1,0.545
2020-01-01 23:49:00,D1,0.202
2020-01-01 23:50:00,D1,0.297
2020-01-01 23:51:00,D1,0.493
2020-01-01 23:52:00,D1,0.563
2020-01-01 23:53:00,D1,0.239
2020-01-01 23:54:00,D1,0.889
2020-01-01 23:55:00,D1,0.309
2020-01-01 23:56:00,D1,0.290
2020-01-01 23:57:00,D1,0.632
2020-01-01 23:58:00,D1,0.867
2020-01-01 23:59:00,D1,0.619
2020-01-01 00:00:00,D2,0.663
2020-01-01 00:01:00,D2,0.930
2020-01-01 00:02:00,D2,0.532
2020-01-01 00:03:00,D2,0.703
2020-01-01 00:04:00,D2,0.322
2020-01-01 00:05:00,D2,0.792
2020-01-01 00:06:00,D2,0.958
2020-01-01 00:07:00,D2,0.935
2020-01-01 00:08:00,D2,0.108
2020-01-01 00:09:00,D2,0.521
2020-01-01 00:10:00,D2,0.270
2020-01-01 00:11:00,D2,0.101
2020-01-01 00:12:00,D2,0.907
2020-01-01 00:13:00,D2,0.889
2020-01-01 00:14:00,D2,0.555
2020-01-01 00:15:00,D2,0.893
2020-01-01 00:16:00,D2,0.884
2020-01-01 00:17:00,D2,0.107
2020-01-01 00:18:00,D2,0.976
2020-01-01 00:19:00,D2,0.781
2020-01-01 00:20:00,D2,0.179
2020-01-01 00:21:00,D2,0.687
2020-01-01 00:22:00,D2,0.785
2020-01-01 00:23:00,D2,0.861
2020-01-01 00:24:00,D2,0.127
2020-01-01 00:25:00,D2,0.335
2020-01-01 00:26:00,D2,0.236
2020-01-01 00:27:00,D2,0.217
2020-01-01 00:28:00,D2,0.688
2020-01-01 00:29:00,D2,0.331
2020-01-01 00:30:00,D2,0.118
2020-01-01 00:31:00,D2,0.675
2020-01-01 00:32:00,D2,0.012
2020-01-01 00:33:00,D2,0.920
2020-01-01 00:34:00,D2,0.841
2020-01-01 00:35:00,D2,0.990
2020-01-01 00:36:00,D2,0.486
2020-01-01 00:37:00,D2,0.740
2020-01-01 00:38:00,D2,0.882
2020-01-01 00:39:00,D2,0.558
2020-01-01 00:40:00,D2,0.198
2020-01-01 00:41:00,D2,0.189
2020-01-01 00:42:00,D2,0.925
2020-01-01 00:43:00,D2,0.745
2020-01-01 00:44:00,D2,0.474
2020-01-01 00:45:00,D2,0.966
2020-01-01 00:46:00,D2,0.224
2020-01-01 00:47:00,D2,0.781
2020-01-01 00:48:00,D2,0.024
2020-01-01 00:49:00,D2,0.697
2020-01-01 00:50:00,D2,0.530
2020-01-01 00:51:00,D2,0.964
2020-01-01 00:52:00,D2,0.304
2020-01-01 00:53:00,D2,0.687
2020-01-01 00:54:00,D2,0.460
2020-01-01 00:55:00,D2,0.615
2020-01-01 00:56:00,D2,0.864
2020-01-01 00:57:00,D2,0.363
2020-01-01 00:58:00,D2,0.307
2020-01-01 00:59:00,D2,0.808
2020-01-01 01:00:00,D2,0.843
2020-01-01 01:01:00,D2,0.890
2020-01-01 01:02:00,D2,0.113
2020-01-01 01:03:00,D2,0.429
2020-01-01 01:04:00,D2,0.270
2020-01-01 01:05:00,D2,0.780
2020-01-01 01:06:00,D2,0.301
2020-01-01 01:07:00,D2,0.500
2020-01-01 01:08:00,D2,0.478
2020-01-01 01:09:00,D2,0.049
2020-01-01 01:10:00,D2,0.254
2020-01-01 01:11:00,D2,0.047
2020-01-01 01:12:00,D2,0.818
2020-01-01 01:13:00,D2,0.638
2020-01-01 01:14:00,D2,0.049
2020-01-01 01:15:00,D2,0.998
2020-01-01 01:16:00,D2,0.774
2020-01-01 01:17:00,D2,0.338
2020-01-01 01:18:00,D2,0.954
2020-01-01 01:19:00,D2,0.731
2020-01-01 01:20:00,D2,0.778
2020-01-01 01:21:00,D2,0.439
2020-01-01 01:22:00,D2,0.409
2020-01-01 01:23:00,D2,0.940
2020-01-01 01:24:00,D2,0.269
2020-01-01 01:25:00,D2,0.692
2020-01-01 01:26:00,D2,0.941
2020-01-01 01:27:00,D2,0.402
2020-01-01 01:28:00,D2,0.026
2020-01-01 01:29:00,D2,0.910
2020-01-01 01:30:00,D2,0.877
2020-01-01 01:31:00,D2,0.108
2020-01-01 01:32:00,D2,0.399
2020-01-01 01:33:00,D2,0.757
2020-01-01 01:34:00,D2,0.791
2020-01-01 01:35:00,D2,0.958
2020-01-01 01:36:00,D2,0.814
2020-01-01 01:37:00,D2,0.815
2020-01-01 01:38:00,D2,0.300
2020-01-01 01:39:00,D2,0.882
2020-01-01 01:40:00,D2,0.858
2020-01-01 01:41:00,D2,0.037
2020-01-01 01:42:00,D2,0.237
2020-01-01 01:43:00,D2,0.815
2020-01-01 01:44:00,D2,0.332
2020-01-01 01:45:00,D2,0.075
2020-01-01 01:46:00,D2,0.230
2020-01-01 01:47:00,D2,0.447
2020-01-01 01:48:00,D2,0.875
2020-01-01 01:49:00,D2,0.780
2020-01-01 01:50:00,D2,0.418
2020-01-01 01:51:00,D2,0.013
2020-01-01 01:52:00,D2,0.162
2020-01-01 01:53:00,D2,0.374
2020-01-01 01:54:00,D2,0.355
2020-01-01 01:55:00,D2,0.717
2020-01-01 01:56:00,D2,0.211
2020-01-01 01:57:00,D2,0.415
2020-01-01 01:58:00,D2,0.172
2020-01-01 01:59:00,D2,0.526
2020-01-01 02:00:00,D2,0.055
2020-01-01 02:01:00,D2,0.685
2020-01-01 02:02:00,D2,0.717
2020-01-01 02:03:00,D2,0.231
2020-01-01 02:04:00,D2,0.868
2020-01-01 02:05:00,D2,0.581
2020-01-01 02:06:00,D2,0.675
2020-01-01 02:07:00,D2,0.613
2020-01-01 02:08:00,D2,0.655
2020-01-01 02:09:00,D2,0.382
2020-01-01 02:10:00,D2,0.685
2020-01-01 02:11:00,D2,0.504
2020-01-01 02:12:00,D2,0.802
2020-01-01 02:13:00,D2,0.057
2020-01-01 02:14:00,D2,0.039
2020-01-01 02:15:00,D2,0.349
2020-01-01 02:16:00,D2,0.071
2020-01-01 02:17:00,D2,0.869
2020-01-01 02:18:00,D2,0.874
2020-01-01 02:19:00,D2,0.565
2020-01-01 02:20:00,D2,0.145
2020-01-01 02:21:00,D2,0.135
2020-01-01 02:22:00,D2,0.672
2020-01-01 02:23:00,D2,0.675
2020-01-01 02:24:00,D2,0.441
2020-01-01 02:25:00,D2,0.903
2020-01-01 02:26:00,D2,0.478
2020-01-01 02:27:00,D2,0.680
2020-01-01 02:28:00,D2,0.708
2020-01-01 02:29:00,D2,0.243
2020-01-01 02:30:00,D2,0.512
2020-01-01 02:31:00,D2,0.603
2020-01-01 02:32:00,D2,0.885
2020-01-01 02:33:00,D2,0.030
2020-01-01 02:34:00,D2,0.724
2020-01-01 02:35:00,D2,0.496
2020-01-01 02:36:00,D2,0.790
2020-01-01 02:37:00,D2,0.869
2020-01-01 02:38:00,D2,0.437
2020-01-01 02:39:00,D2,0.416
2020-01-01 02:40:00,D2,0.484
2020-01-01 02:41:00,D2,0.816
2020-01-01 02:42:00,D2,0.395
2020-01-01 02:43:00,D2,0.089
2020-01-01 02:44:00,D2,0.559
2020-01-01 02:45:00,D2,0.083
2020-01-01 02:46:00,D2,0.455
2020-01-01 02:47:00,D2,0.000
2020-01-01 02:48:00,D2,0.192
2020-01-01 02:49:00,D2,0.801
2020-01-01 02:50:00,D2,0.639
2020-01-01 02:51:00,D2,0.660
2020-01-01 02:52:00,D2,0.522
2020-01-01 02:53:00,D2,0.209
2020-01-01 02:54:00,D2,0.495
2020-01-01 02:55:00,D2,0.651
2020-01-01 02:56:00,D2,0.809
2020-01-01 02:57:00,D2,0.345
2020-01-01 02:58:00,D2,0.516
2020-01-01 02:59:00,D2,0.860
2020-01-01 03:00:00,D2,0.858
2020-01-01 03:01:00,D2,0.450
2020-01-01 03:02:00,D2,0.889
2020-01-01 03:03:00,D2,0.984
2020-01-01 03:04:00,D2,0.426
2020-01-01 03:05:00,D2,0.787
2020-01-01 03:06:00,D2,0.993
2020-01-01 03:07:00,D2,0.999
2020-01-01 03:08:00,D2,0.633
2020-01-01 03:09:00,D2,0.517
2020-01-01 03:10:00,D2,0.866
2020-01-01 03:11:00,D2,0.801
2020-01-01 03:12:00,D2,0.978
2020-01-01 03:13:00,D2,0.619
2020-01-01 03:14:00,D2,0.340
2020-01-01 03:15:00,D2,0.602
2020-01-01 03:16:00,D2,0.161
2020-01-01 03:17:00,D2,0.556
2020-01-01 03:18:00,D2,0.651
2020-01-01 03:19:00,D2,0.032
2020-01-01 03:20:00,D2,0.795
2020-01-01 03:21:00,D2,0.559
2020-01-01 03:22:00,D2,0.133
2020-01-01 03:23:00,D2,0.073
2020-01-01 03:24:00,D2,0.037
2020-01-01 03:25:00,D2,0.931
2020-01-01 03:26:00,D2,0.995
2020-01-01 03:27:00,D2,0.114
2020-01-01 03:28:00,D2,0.312
2020-01-01 03:29:00,D2,0.743
2020-01-01 03:30:00,D2,0.333
2020-01-01 03:31:00,D2,0.442
2020-01-01 03:32:00,D2,0.616
2020-01-01 03:33:00,D2,0.666
2020-01-01 03:34:00,D2,0.216
2020-01-01 03:35:00,D2,0.417
2020-01-01 03:36:00,D2,0.309
2020-01-01 03:37:00,D2,0.427
2020-01-01 03:38:00,D2,0.131
2020-01-01 03:39:00,D2,0.441
2020-01-01 03:40:00,D2,0.934
2020-01-01 03:41:00,D2,0.587
2020-01-01 03:42:00,D2,0.099
2020-01-01 03:43:00,D2,0.586
2020-01-01 03:44:00,D2,0.348
2020-01-01 03:45:00,D2,0.894
2020-01-01 03:46:00,D2,0.528
2020-01-01 03:47:00,D2,0.389
2020-01-01 03:48:00,D2,0.377
2020-01-01 03:49:00,D2,0.471
2020-01-01 03:50:00,D2,0.203
2020-01-01 03:51:00,D2,0.912
2020-01-01 03:52:00,D2,0.288
2020-01-01 03:53:00,D2,0.485
2020-01-01 03:54:00,D2,0.854
2020-01-01 03:55:00,D2,0.633
2020-01-01 03:56:00,D2,0.583
2020-01-01 03:57:00,D2,0.752
2020-01-01 03:58:00,D2,0.452
2020-01-01 03:59:00,D2,0.089
2020-01-01 04:00:00,D2,0.029
2020-01-01 04:01:00,D2,0.931
2020-01-01 04:02:00,D2,0.677
2020-01-01 04:03:00,D2,0.529
2020-01-01 04:04:00,D2,0.370
2020-01-01 04:05:00,D2,0.588
2020-01-01 04:06:00,D2,0.050
2020-01-01 04:07:00,D2,0.973
2020-01-01 04:08:00,D2,0.871
2020-01-01 04:09:00,D2,0.415
2020-01-01 04:10:00,D2,0.824
2020-01-01 04:11:00,D2,0.201
2020-01-01 04:12:00,D2,0.696
2020-01-01 04:13:00,D2,0.334
2020-01-01 04:14:00,D2,0.085
2020-01-01 04:15:00,D2,0.212
2020-01-01 04:16:00,D2,0.144
2020-01-01 04:17:00,D2,0.030
2020-01-01 04:18:00,D2,0.450
2020-01-01 04:19:00,D2,0.562
2020-01-01 04:20:00,D2,0.927
2020-01-01 04:21:00,D2,0.720
2020-01-01 04:22:00,D2,0.376
2020-01-01 04:23:00,D2,0.856
2020-01-01 04:24:00,D2,0.999
2020-01-01 04:25:00,D2,0.573
2020-01-01 04:26:00,D2,0.384
2020-01-01 04:27:00,D2,0.352
2020-01-01 04:28:00,D2,0.935
2020-01-01 04:29:00,D2,0.300
2020-01-01 04:30:00,D2,0.420
2020-01-01 04:31:00,D2,0.303
2020-01-01 04:32:00,D2,0.495
2020-01-01 04:33:00,D2,0.837
2020-01-01 04:34:00,D2,0.188
2020-01-01 04:35:00,D2,0.155
2020-01-01 04:36:00,D2,0.783
2020-01-01 04:37:00,D2,0.950
2020-01-01 04:38:00,D2,0.504
2020-01-01 04:39:00,D2,0.210
2020-01-01 04:40:00,D2,0.397
2020-01-01 04:41:00,D2,0.836
2020-01-01 04:42:00,D2,0.659
2020-01-01 04:43:00,D2,0.663
2020-01-01 04:44:00,D2,0.034
2020-01-01 04:45:00,D2,0.484
2020-01-01 04:46:00,D2,0.320
2020-01-01 04:47:00,D2,0.220
2020-01-01 04:48:00,D2,0.307
2020-01-01 04:49:00,D2,0.636
2020-01-01 04:50:00,D2,0.706
2020-01-01 04:51:00,D2,0.643
2020-01-01 04:52:00,D2,0.936
2020-01-01 04:53:00,D2,0.683
2020-01-01 04:54:00,D2,0.669
2020-01-01 04:55:00,D2,0.619
2020-01-01 04:56:00,D2,0.041
2020-01-01 04:57:00,D2,0.718
2020-01-01 04:58:00,D2,0.828
2020-01-01 04:59:00,D2,0.378
2020-01-01 05:00:00,D2,0.022
2020-01-01 05:01:00,D2,0.284
2020-01-01 05:02:00,D2,0.076
2020-01-01 05:03:00,D2,0.293
2020-01-01 05:04:00,D2,0.379
2020-01-01 05:05:00,D2,0.045
2020-01-01 05:06:00,D2,0.646
2020-01-01 05:07:00,D2,0.547
2020-01-01 05:08:00,D2,0.870
2020-01-01 05:09:00,D2,0.736
2020-01-01 05:10:00,D2,0.405
2020-01-01 05:11:00,D2,0.597
2020-01-01 05:12:00,D2,0.608
2020-01-01 05:13:00,D2,0.265
2020-01-01 05:14:00,D2,0.186
2020-01-01 05:15:00,D2,0.789
2020-01-01 05:16:00,D2,0.070
2020-01-01 05:17:00,D2,0.765
2020-01-01 05:18:00,D2,0.811
2020-01-01 05:19:00,D2,0.986
2020-01-01 05:20:00,D2,0.468
2020-01-01 05:21:00,D2,0.724
2020-01-01 05:22:00,D2,0.885
2020-01-01 05:23:00,D2,0.443
2020-01-01 05:24:00,D2,0.642
2020-01-01 05:25:00,D2,0.066
2020-01-01 05:26:00,D2,0.596
2020-01-01 05:27:00,D2,0.546
2020-01-01 05:28:00,D2,0.427
2020-01-01 05:29:00,D2,0.208
2020-01-01 05:30:00,D2,0.513
2020-01-01 05:31:00,D2,0.196
2020-01-01 05:32:00,D2,0.445
2020-01-01 05:33:00,D2,0.646
2020-01-01 05:34:00,D2,0.815
2020-01-01 05:35:00,D2,0.767
2020-01-01 05:36:00,D2,0.412
2020-01-01 05:37:00,D2,0.605
2020-01-01 05:38:00,D2,0.483
2020-01-01 05:39:00,D2,0.638
2020-01-01 05:40:00,D2,0.332
2020-01-01 05:41:00,D2,0.648
2020-01-01 05:42:00,D2,0.712
2020-01-01 05:43:00,D2,0.175
2020-01-01 05:44:00,D2,0.401
2020-01-01 05:45:00,D2,0.893
2020-01-01 05:46:00,D2,0.240
2020-01-01 05:47:00,D2,0.948
2020-01-01 05:48:00,D2,0.079
2020-01-01 05:49:00,D2,0.685
2020-01-01 05:50:00,D2,0.304
2020-01-01 05:51:00,D2,0.697
2020-01-01 05:52:00,D2,0.499
2020-01-01 05:53:00,D2,0.146
2020-01-01 05:54:00,D2,0.696
2020-01-01 05:55:00,D2,0.206
2020-01-01 05:56:00,D2,0.355
2020-01-01 05:57:00,D2,0.995
2020-01-01 05:58:00,D2,0.721
2020-01-01 05:59:00,D2,0.861
2020-01-01 06:00:00,D2,0.434
2020-01-01 06:01:00,D2,0.476
2020-01-01 06:02:00,D2,0.921
2020-01-01 06:03:00,D2,0.075
2020-01-01 06:04:00,D2,0.250
2020-01-01 06:05:00,D2,0.964
2020-01-01 06:06:00,D2,0.103
2020-01-01 06:07:00,D2,0.204
2020-01-01 06:08:00,D2,0.562
2020-01-01 06:09:00,D2,0.093
2020-01-01 06:10:00,D2,0.531
2020-01-01 06:11:00,D2,0.831
2020-01-01 06:12:00,D2,0.139
2020-01-01 06:13:00,D2,0.822
2020-01-01 06:14:00,D2,0.170
2020-01-01 06:15:00,D2,0.485
2020-01-01 06:16:00,D2,0.835
2020-01-01 06:17:00,D2,0.894
2020-01-01 06:18:00,D2,0.502
2020-01-01 06:19:00,D2,0.987
2020-01-01 06:20:00,D2,0.883
2020-01-01 06:21:00,D2,0.558
2020-01-01 06:22:00,D2,0.758
2020-01-01 06:23:00,D2,0.588
2020-01-01 06:24:00,D2,0.321
2020-01-01 06:25:00,D2,0.277
2020-01-01 06:26:00,D2,0.350
2020-01-01 06:27:00,D2,0.997
2020-01-01 06:28:00,D2,0.664
2020-01-01 06:29:00,D2,0.356
2020-01-01 06:30:00,D2,0.948
2020-01-01 06:31:00,D2,0.211
2020-01-01 06:32:00,D2,0.217
2020-01-01 06:33:00,D2,0.095
2020-01-01 06:34:00,D2,0.891
2020-01-01 06:35:00,D2,0.771
2020-01-01 06:36:00,D2,0.950
2020-01-01 06:37:00,D2,0.108
2020-01-01 06:38:00,D2,0.573
2020-01-01 06:39:00,D2,0.713
2020-01-01 06:40:00,D2,0.462
2020-01-01 06:41:00,D2,0.918
2020-01-01 06:42:00,D2,0.034
2020-01-01 06:43:00,D2,0.007
2020-01-01 06:44:00,D2,0.365
2020-01-01 06:45:00,D2,0.791
2020-01-01 06:46:00,D2,0.224
2020-01-01 06:47:00,D2,0.730
2020-01-01 06:48:00,D2,0.377
2020-01-01 06:49:00,D2,0.049
2020-01-01 06:50:00,D2,0.326
2020-01-01 06:51:00,D2,0.558
2020-01-01 06:52:00,D2,0.499
2020-01-01 06:53:00,D2,0.782
2020-01-01 06:54:00,D2,0.068
2020-01-01 06:55:00,D2,0.421
2020-01-01 06:56:00,D2,0.949
2020-01-01 06:57:00,D2,0.952
2020-01-01 06:58:00,D2,0.186
2020-01-01 06:59:00,D2,0.334
2020-01-01 07:00:00,D2,0.899
2020-01-01 07:01:00,D2,0.385
2020-01-01 07:02:00,D2,0.056
2020-01-01 07:03:00,D2,0.461
2020-01-01 07:04:00,D2,0.673
2020-01-01 07:05:00,D2,0.023
2020-01-01 07:06:00,D2,0.053
2020-01-01 07:07:00,D2,0.477
2020-01-01 07:08:00,D2,0.788
2020-01-01 07:09:00,D2,0.138
2020-01-01 07:10:00,D2,0.372
2020-01-01 07:11:00,D2,0.142
2020-01-01 07:12:00,D2,0.085
2020-01-01 07:13:00,D2,0.884
2020-01-01 07:14:00,D2,0.897
2020-01-01 07:15:00,D2,0.796
2020-01-01 07:16:00,D2,0.271
2020-01-01 07:17:00,D2,0.703
2020-01-01 07:18:00,D2,0.182
2020-01-01 07:19:00,D2,0.199
2020-01-01 07:20:00,D2,0.384
2020-01-01 07:21:00,D2,0.622
2020-01-01 07:22:00,D2,0.796
2020-01-01 07:23:00,D2,0.693
2020-01-01 07:24:00,D2,0.033
2020-01-01 07:25:00,D2,0.372
2020-01-01 07:26:00,D2,0.035
2020-01-01 07:27:00,D2,0.217
2020-01-01 07:28:00,D2,0.797
2020-01-01 07:29:00,D2,0.648
2020-01-01 07:30:00,D2,0.551
2020-01-01 07:31:00,D2,0.081
2020-01-01 07:32:00,D2,0.832
2020-01-01 07:33:00,D2,0.508
2020-01-01 07:34:00,D2,0.484
2020-01-01 07:35:00,D2,0.738
2020-01-01 07:36:00,D2,0.557
2020-01-01 07:37:00,D2,0.105
2020-01-01 07:38:00,D2,0.528
2020-01-01 07:39:00,D2,0.022
2020-01-01 07:40:00,D2,0.268
2020-01-01 07:41:00,D2,0.466
2020-01-01 07:42:00,D2,0.766
2020-01-01 07:43:00,D2,0.429
2020-01-01 07:44:00,D2,0.673
2020-01-01 07:45:00,D2,0.999
2020-01-01 07:46:00,D2,0.193
2020-01-01 07:47:00,D2,0.082
2020-01-01 07:48:00,D2,0.632
2020-01-01 07:49:00,D2,0.788
2020-01-01 07:50:00,D2,0.624
2020-01-01 07:51:00,D2,0.931
2020-01-01 07:52:00,D2,0.848
2020-01-01 07:53:00,D2,0.473
2020-01-01 07:54:00,D2,0.051
2020-01-01 07:55:00,D2,0.630
2020-01-01 07:56:00,D2,0.825
2020-01-01 07:57:00,D2,0.732
2020-01-01 07:58:00,D2,0.598
2020-01-01 07:59:00,D2,0.236
2020-01-01 08:00:00,D2,0.228
2020-01-01 08:01:00,D2,0.917
2020-01-01 08:02:00,D2,0.935
2020-01-01 08:03:00,D2,0.583
2020-01-01 08:04:00,D2,0.641
2020-01-01 08:05:00,D2,0.435
2020-01-01 08:06:00,D2,0.366
2020-01-01 08:07:00,D2,0.725
2020-01-01 08:08:00,D2,0.844
2020-01-01 08:09:00,D2,0.817
2020-01-01 08:10:00,D2,0.865
2020-01-01 08:11:00,D2,0.320
2020-01-01 08:12:00,D2,0.918
2020-01-01 08:13:00,D2,0.249
2020-01-01 08:14:00,D2,0.981
2020-01-01 08:15:00,D2,0.215
2020-01-01 08:16:00,D2,0.913
2020-01-01 08:17:00,D2,0.534
2020-01-01 08:18:00,D2,0.921
2020-01-01 08:19:00,D2,0.768
2020-01-01 08:20:00,D2,0.329
2020-01-01 08:21:00,D2,0.069
2020-01-01 08:22:00,D2,0.062
2020-01-01 08:23:00,D2,0.639
2020-01-01 08:24:00,D2,0.380
2020-01-01 08:25:00,D2,0.441
2020-01-01 08:26:00,D2,0.848
2020-01-01 08:27:00,D2,0.888
2020-01-01 08:28:00,D2,0.846
2020-01-01 08:29:00,D2,0.689
2020-01-01 08:30:00,D2,0.298
2020-01-01 08:31:00,D2,0.211
2020-01-01 08:32:00,D2,0.358
2020-01-01 08:33:00,D2,0.077
2020-01-01 08:34:00,D2,0.343
2020-01-01 08:35:00,D2,0.057
2020-01-01 08:36:00,D2,0.116
2020-01-01 08:37:00,D2,0.498
2020-01-01 08:38:00,D2,0.821
2020-01-01 08:39:00,D2,0.206
2020-01-01 08:40:00,D2,0.343
2020-01-01 08:41:00,D2,0.261
2020-01-01 08:42:00,D2,0.233
2020-01-01 08:43:00,D2,0.075
2020-01-01 08:44:00,D2,0.310
2020-01-01 08:45:00,D2,0.050
2020-01-01 08:46:00,D2,0.306
2020-01-01 08:47:00,D2,0.695
2020-01-01 08:48:00,D2,0.362
2020-01-01 08:49:00,D2,0.334
2020-01-01 08:50:00,D2,0.004
2020-01-01 08:51:00,D2,0.791
2020-01-01 08:52:00,D2,0.176
2020-01-01 08:53:00,D2,0.333
2020-01-01 08:54:00,D2,0.854
2020-01-01 08:55:00,D2,0.873
2020-01-01 08:56:00,D2,0.455
2020-01-01 08:57:00,D2,0.957
2020-01-01 08:58:00,D2,0.383
2020-01-01 08:59:00,D2,0.590
2020-01-01 09:00:00,D2,0.341
2020-01-01 09:01:00,D2,0.768
2020-01-01 09:02:00,D2,0.008
2020-01-01 09:03:00,D2,0.827
2020-01-01 09:04:00,D2,0.108
2020-01-01 09:05:00,D2,0.139
2020-01-01 09:06:00,D2,0.933
2020-01-01 09:07:00,D2,0.226
2020-01-01 09:08:00,D2,0.116
2020-01-01 09:09:00,D2,0.242
2020-01-01 09:10:00,D2,0.487
2020-01-01 09:11:00,D2,0.856
2020-01-01 09:12:00,D2,0.563
2020-01-01 09:13:00,D2,0.416
2020-01-01 09:14:00,D2,0.870
2020-01-01 09:15:00,D2,0.725
2020-01-01 09:16:00,D2,0.338
2020-01-01 09:17:00,D2,0.738
2020-01-01 09:18:00,D2,0.443
2020-01-01 09:19:00,D2,0.726
2020-01-01 09:20:00,D2,0.128
2020-01-01 09:21:00,D2,0.374
2020-01-01 09:22:00,D2,0.551
2020-01-01 09:23:00,D2,0.381
2020-01-01 09:24:00,D2,0.005
2020-01-01 09:25:00,D2,0.347
2020-01-01 09:26:00,D2,0.362
2020-01-01 09:27:00,D2,0.447
2020-01-01 09:28:00,D2,0.896
2020-01-01 09:29:00,D2,0.922
2020-01-01 09:30:00,D2,0.354
2020-01-01 09:31:00,D2,0.042
2020-01-01 09:32:00,D2,0.728
2020-01-01 09:33:00,D2,0.720
2020-01-01 09:34:00,D2,0.907
2020-01-01 09:35:00,D2,0.453
2020-01-01 09:36:00,D2,0.502
2020-01-01 09:37:00,D2,0.996
2020-01-01 09:38:00,D2,0.890
2020-01-01 09:39:00,D2,0.206
2020-01-01 09:40:00,D2,0.278
2020-01-01 09:41:00,D2,0.269
2020-01-01 09:42:00,D2,0.304
2020-01-01 09:43:00,D2,0.290
2020-01-01 09:44:00,D2,0.828
2020-01-01 09:45:00,D2,0.634
2020-01-01 09:46:00,D2,0.766
2020-01-01 09:47:00,D2,0.649
2020-01-01 09:48:00,D2,0.731
2020-01-01 09:49:00,D2,0.643
2020-01-01 09:50:00,D2,0.100
2020-01-01 09:51:00,D2,0.187
2020-01-01 09:52:00,D2,0.792
2020-01-01 09:53:00,D2,0.575
2020-01-01 09:54:00,D2,0.357
2020-01-01 09:55:00,D2,0.579
2020-01-01 09:56:00,D2,0.997
2020-01-01 09:57:00,D2,0.317
2020-01-01 09:58:00,D2,0.367
2020-01-01 09:59:00,D2,0.101
2020-01-01 10:00:00,D2,0.617
2020-01-01 10:01:00,D2,0.825
2020-01-01 10:02:00,D2,0.283
2020-01-01 10:03:00,D2,0.554
2020-01-01 10:04:00,D2,0.741
2020-01-01 10:05:00,D2,0.304
2020-01-01 10:06:00,D2,0.697
2020-01-01 10:07:00,D2,0.125
2020-01-01 10:08:00,D2,0.222
2020-01-01 10:09:00,D2,0.859
2020-01-01 10:10:00,D2,0.558
2020-01-01 10:11:00,D2,0.648
2020-01-01 10:12:00,D2,0.975
2020-01-01 10:13:00,D2,0.322
2020-01-01 10:14:00,D2,0.556
2020-01-01 10:15:00,D2,0.354
2020-01-01 10:16:00,D2,0.639
2020-01-01 10:17:00,D2,0.387
2020-01-01 10:18:00,D2,0.614
2020-01-01 10:19:00,D2,0.608
2020-01-01 10:20:00,D2,0.826
2020-01-01 10:21:00,D2,0.958
2020-01-01 10:22:00,D2,0.844
2020-01-01 10:23:00,D2,0.578
2020-01-01 10:24:00,D2,0.587
2020-01-01 10:25:00,D2,0.856
2020-01-01 10:26:00,D2,0.661
2020-01-01 10:27:00,D2,0.993
2020-01-01 10:28:00,D2,0.268
2020-01-01 10:29:00,D2,0.612
2020-01-01 10:30:00,D2,0.727
2020-01-01 10:31:00,D2,0.420
2020-01-01 10:32:00,D2,0.609
2020-01-01 10:33:00,D2,0.117
2020-01-01 10:34:00,D2,0.080
2020-01-01 10:35:00,D2,0.519
2020-01-01 10:36:00,D2,0.827
2020-01-01 10:37:00,D2,0.309
2020-01-01 10:38:00,D2,0.084
2020-01-01 10:39:00,D2,0.776
2020-01-01 10:40:00,D2,0.409
2020-01-01 10:41:00,D2,0.935
2020-01-01 10:42:00,D2,0.821
2020-01-01 10:43:00,D2,0.124
2020-01-01 10:44:00,D2,0.524
2020-01-01 10:45:00,D2,0.635
2020-01-01 10:46:00,D2,0.155
2020-01-01 10:47:00,D2,0.668
2020-01-01 10:48:00,D2,0.289
2020-01-01 10:49:00,D2,0.261
2020-01-01 10:50:00,D2,0.997
2020-01-01 10:51:00,D2,0.457
2020-01-01 10:52:00,D2,0.589
2020-01-01 10:53:00,D2,0.390
2020-01-01 10:54:00,D2,0.201
2020-01-01 10:55:00,D2,0.884
